Gene.stable.ID	Gene.name	Gene.type	Gene.description	Chromosome.scaffold.name	logFC	logCPM	PValue	FDR
ENSG00000240184	PCDHGC3	protein_coding	protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]	5	4.45885586739782	3.8630745447058	3.19301923179503e-61	3.7869208089089e-58
ENSG00000075407	ZNF37A	protein_coding	zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]	10	-5.6073636775352	3.12611488844086	1.38329133755975e-59	1.53121129125614e-56
ENSG00000179593	ALOX15B	protein_coding	arachidonate 15-lipoxygenase type B [Source:HGNC Symbol;Acc:HGNC:434]	17	4.3013522303556	3.31664890743433	6.21819113347618e-58	6.4529278487649e-55
ENSG00000005381	MPO	protein_coding	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]	17	10.0683247236473	2.62630286737478	1.01250089120695e-57	9.88915576329422e-55
ENSG00000177432	NAP1L5	protein_coding	nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]	4	-8.00999144514729	2.35870974121148	5.53065124747216e-57	5.10171851739043e-54
ENSG00000198105	ZNF248	protein_coding	zinc finger protein 248 [Source:HGNC Symbol;Acc:HGNC:13041]	10	-10.7881299628758	3.29508028925618	1.31841150623157e-56	1.15215287628784e-53
ENSG00000159189	C1QC	protein_coding	complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]	1	3.63521005449421	4.93384897997881	4.22942769603177e-56	3.51127087324557e-53
ENSG00000095261	PSMD5	protein_coding	proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]	9	-4.64141987341218	4.27656708131832	4.77299217388731e-56	3.77384581215356e-53
ENSG00000053438	NNAT	protein_coding	neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]	20	-6.8792968967351	6.90660272761242	5.55502975734044e-51	4.1925324586764e-48
ENSG00000133800	LYVE1	protein_coding	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	11	3.38580262804713	4.59654643722334	1.44167694594454e-50	1.04076539175927e-47
ENSG00000010327	STAB1	protein_coding	stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]	3	2.97187314041347	6.14369840648733	1.44636076449931e-49	1.0006405889061e-46
ENSG00000165168	CYBB	protein_coding	cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]	X	3.91421276312246	5.82789466328885	4.5352628731085e-49	3.01214018980374e-46
ENSG00000156687	UNC5D	protein_coding	unc-5 netrin receptor D [Source:HGNC Symbol;Acc:HGNC:18634]	8	3.65405194667459	3.56457430209459	1.16803820166398e-45	7.45927165401106e-43
ENSG00000129538	RNASE1	protein_coding	ribonuclease A family member 1, pancreatic [Source:HGNC Symbol;Acc:HGNC:10044]	14	3.16145706688544	4.88370155262658	1.27304845043234e-44	7.82877647073279e-42
ENSG00000100985	MMP9	protein_coding	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	20	2.79653368421976	4.30471093759715	1.82972379530502e-44	1.08502621061588e-41
ENSG00000166927	MS4A7	protein_coding	membrane spanning 4-domains A7 [Source:HGNC Symbol;Acc:HGNC:13378]	11	3.68532978722785	3.14529629811275	1.17071854562918e-43	6.70296921780236e-41
ENSG00000163823	CCR1	protein_coding	C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]	3	4.05329618015095	2.7220308824731	9.49942463161714e-43	5.25761488611237e-40
ENSG00000101336	HCK	protein_coding	HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]	20	3.83112662045729	2.97247540275243	3.65585315457333e-42	1.95812212188825e-39
ENSG00000204434	POTEKP	unprocessed_pseudogene	POTE ankyrin domain family member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:30182]	2	9.41443949974318	2.00452135612264	7.76814783050533e-42	4.03069770555345e-39
ENSG00000155659	VSIG4	protein_coding	V-set and immunoglobulin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:17032]	X	3.37276650491714	4.09751876077692	8.02135016154198e-42	4.0359544873407e-39
ENSG00000125810	CD93	protein_coding	CD93 molecule [Source:HGNC Symbol;Acc:HGNC:15855]	20	2.55193521870807	6.13888816468082	1.16889908364166e-39	5.70835305434888e-37
ENSG00000100365	NCF4	protein_coding	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]	22	4.03865211447058	2.70893253854987	1.90499147832603e-39	9.0372795731787e-37
ENSG00000260314	MRC1	protein_coding	mannose receptor C-type 1 [Source:HGNC Symbol;Acc:HGNC:7228]	10	4.03645025720915	4.00767057799981	5.69335023502144e-39	2.625899647286e-36
ENSG00000162511	LAPTM5	protein_coding	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	1	2.996424523516	4.46874077767595	1.11437235276274e-38	5.00082122845202e-36
ENSG00000111348	ARHGDIB	protein_coding	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	12	2.63932723396377	4.61595698485907	4.93548281487375e-38	2.15654622784641e-35
ENSG00000178562	CD28	protein_coding	CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]	2	5.5949619241443	2.1052108470027	6.95077019579134e-38	2.95924585463896e-35
ENSG00000123338	NCKAP1L	protein_coding	NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]	12	3.06338936774369	3.5451522278906	8.96104078195542e-38	3.7197280285897e-35
ENSG00000134516	DOCK2	protein_coding	dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988]	5	4.12760170745255	2.96163856727316	2.66762887840171e-37	1.08032463163371e-34
ENSG00000159173	TNNI1	protein_coding	troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]	1	2.14764227586021	5.72356511336593	3.86014420477275e-36	1.52604367562016e-33
ENSG00000165457	FOLR2	protein_coding	folate receptor beta [Source:HGNC Symbol;Acc:HGNC:3793]	11	3.38563460968404	2.91384436563448	5.72684213408945e-36	2.21136015800979e-33
ENSG00000102265	TIMP1	protein_coding	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]	X	1.96620901772291	7.76603500068938	1.08469968104206e-35	4.09326216000509e-33
ENSG00000100055	CYTH4	protein_coding	cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]	22	3.85473900206873	2.81946882427464	1.08541040482585e-34	4.00492319149519e-32
ENSG00000182578	CSF1R	protein_coding	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]	5	2.25688194596237	5.16839451442006	3.7384351996271e-34	1.34941256640453e-31
ENSG00000081842	PCDHA6	protein_coding	protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]	5	-3.96041119365747	2.33248741472941	6.46042711964151e-34	2.28231769988357e-31
ENSG00000165169	DYNLT3	protein_coding	dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694]	X	6.04230001624532	2.76450387610107	2.13468788750607e-33	7.38424118419809e-31
ENSG00000146674	IGFBP3	protein_coding	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]	7	2.41325485805318	10.3662891185199	1.04678285543038e-32	3.54709847582981e-30
ENSG00000115956	PLEK	protein_coding	pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]	2	3.90434768487777	2.52246863277376	2.19383898912159e-32	7.28530051507497e-30
ENSG00000163131	CTSS	protein_coding	cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]	1	2.95054615815037	3.80257002064469	1.48199770906299e-31	4.82491960025136e-29
ENSG00000267640	AC016582.3	transcribed_unprocessed_pseudogene	novel zinc finger protein pseudogene	19	6.08620890940102	1.45088963251416	2.07462200277886e-31	6.62442764118082e-29
ENSG00000175899	A2M	protein_coding	alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]	12	2.02355435043094	6.97950985458542	2.18019792541642e-31	6.83018987804041e-29
ENSG00000176971	FIBIN	protein_coding	fin bud initiation factor homolog [Source:HGNC Symbol;Acc:HGNC:33747]	11	2.44792759897032	5.9767864215771	5.44921464774139e-31	1.67553259279811e-28
ENSG00000066294	CD84	protein_coding	CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]	1	3.95885348659997	2.29494749423509	1.08902587980069e-30	3.28767012876558e-28
ENSG00000122862	SRGN	protein_coding	serglycin [Source:HGNC Symbol;Acc:HGNC:9361]	10	3.31479982027445	2.95510337516327	1.54083079609077e-30	4.56856331040913e-28
ENSG00000066336	SPI1	protein_coding	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	11	3.70818553685772	2.41163298782041	1.78908292036228e-30	5.21156715959567e-28
ENSG00000174600	CMKLR1	protein_coding	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	12	2.59824448511713	3.42381496150572	2.86950956079353e-30	8.21471323231308e-28
ENSG00000169248	CXCL11	protein_coding	C-X-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10638]	4	3.63898397163728	2.15361273906149	5.29534498128485e-30	1.49023572998735e-27
ENSG00000169413	RNASE6	protein_coding	ribonuclease A family member k6 [Source:HGNC Symbol;Acc:HGNC:10048]	14	3.48817372805456	2.70833841903887	6.5507721963015e-30	1.81281702578984e-27
ENSG00000134028	ADAMDEC1	protein_coding	ADAM like decysin 1 [Source:HGNC Symbol;Acc:HGNC:16299]	8	5.33668287856845	1.58778565758186	1.64663432980862e-29	4.48208465772826e-27
ENSG00000177575	CD163	protein_coding	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]	12	3.68670234516168	3.75154621656786	1.46957527383126e-28	3.9356173946281e-26
ENSG00000268119	AC010615.2	lncRNA	novel transcript	19	-5.22543608188051	1.30588558875409	2.07191392132306e-28	5.384453733586e-26
ENSG00000145681	HAPLN1	protein_coding	hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]	5	2.47669635141572	6.51171518168745	2.07543386502953e-28	5.384453733586e-26
ENSG00000136250	AOAH	protein_coding	acyloxyacyl hydrolase [Source:HGNC Symbol;Acc:HGNC:548]	7	3.33739593282817	2.48733573222934	3.37218749328033e-28	8.61412325206563e-26
ENSG00000110079	MS4A4A	protein_coding	membrane spanning 4-domains A4A [Source:HGNC Symbol;Acc:HGNC:13371]	11	3.9192096918029	2.18102689255153	5.84780538863465e-28	1.46731879822461e-25
ENSG00000069702	TGFBR3	protein_coding	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	1	2.01815242537009	7.60164976450586	5.92088409305282e-28	1.46731879822461e-25
ENSG00000185559	DLK1	protein_coding	delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907]	14	1.73908489736488	11.2374344156838	7.14169905224875e-28	1.74383486858144e-25
ENSG00000160255	ITGB2	protein_coding	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]	21	3.27063205524514	4.50698120542553	7.75788110219085e-28	1.86683851914169e-25
ENSG00000254139	AC104051.2	lncRNA	novel transcript	8	3.24497875590022	3.05348110206325	9.38703545225879e-28	2.22660480927578e-25
ENSG00000286208	AC093838.1	lncRNA	novel transcript	2	6.744574921788	1.31325165021854	1.39022810121482e-27	3.25117568909449e-25
ENSG00000005844	ITGAL	protein_coding	integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]	16	3.17843302065284	2.20761346808073	1.53055852799448e-27	3.52963802761394e-25
ENSG00000179776	CDH5	protein_coding	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]	16	1.99379331232335	4.93714041621923	2.73087114471748e-27	6.21142253245056e-25
ENSG00000137507	LRRC32	protein_coding	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]	11	1.80329073801229	6.63786539329647	4.20588222901382e-27	9.43709034196559e-25
ENSG00000163220	S100A9	protein_coding	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	1	3.18777752999919	2.9367652840081	4.36135998765761e-27	9.65546949800893e-25
ENSG00000184557	SOCS3	protein_coding	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	17	1.70435388046679	5.97438104680501	6.16438257774018e-27	1.34675537264208e-24
ENSG00000235493	LINC01967	lncRNA	long intergenic non-protein coding RNA 1967 [Source:HGNC Symbol;Acc:HGNC:52793]	3	-2.3945558347826	3.26387048312241	7.03413399136382e-27	1.51681507522863e-24
ENSG00000011600	TYROBP	protein_coding	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449]	19	3.5808773883925	3.02116263127373	8.24360077573686e-27	1.75483009333763e-24
ENSG00000143226	FCGR2A	protein_coding	Fc fragment of IgG receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616]	1	3.14623319343004	3.30361588697551	1.80663209869169e-26	3.79712903375655e-24
ENSG00000167613	LAIR1	protein_coding	leukocyte associated immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:6477]	19	3.64288397459081	2.7189113031305	2.73526018829883e-26	5.67703252081422e-24
ENSG00000169403	PTAFR	protein_coding	platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]	1	3.4466438840337	2.17362042049742	5.7239360472697e-26	1.17333622381316e-23
ENSG00000197406	DIO3	protein_coding	iodothyronine deiodinase 3 [Source:HGNC Symbol;Acc:HGNC:2885]	14	1.8352073065908	5.65730453553355	9.17829667924878e-26	1.85849314710057e-23
ENSG00000116701	NCF2	protein_coding	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	1	3.75584129672672	1.78023221077276	9.53344742920939e-26	1.90714892909148e-23
ENSG00000158869	FCER1G	protein_coding	Fc fragment of IgE receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]	1	3.75506307905243	2.70524080721431	9.96051146017173e-26	1.96886109862728e-23
ENSG00000171659	GPR34	protein_coding	G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490]	X	3.38400279250785	3.52524374347285	1.14414277739883e-25	2.23498196187413e-23
ENSG00000113209	PCDHB5	protein_coding	protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]	5	-2.42902620076318	4.19593239392961	1.74541133111338e-25	3.36986159788448e-23
ENSG00000184060	ADAP2	protein_coding	ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16487]	17	2.52987900949893	2.96418770827786	2.17106134221674e-25	4.14348304898468e-23
ENSG00000110324	IL10RA	protein_coding	interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]	11	2.44207833190589	3.21748633649174	5.86060443556328e-25	1.10578950054651e-22
ENSG00000271605	MILR1	protein_coding	mast cell immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:27570]	17	3.7103949548579	1.63904296405281	6.30739459940057e-25	1.17671887560053e-22
ENSG00000140968	IRF8	protein_coding	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]	16	3.16260567764379	2.67353557538051	7.62028465784895e-25	1.4058578495436e-22
ENSG00000105609	LILRB5	protein_coding	leukocyte immunoglobulin like receptor B5 [Source:HGNC Symbol;Acc:HGNC:6609]	19	3.40517911208077	2.01377322463612	1.29496468688663e-24	2.36281249022698e-22
ENSG00000071282	LMCD1	protein_coding	LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]	3	1.71835469077439	6.45370583565668	1.66818396487623e-24	3.01070940791357e-22
ENSG00000166352	C11orf74	protein_coding	chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:25142]	11	-2.76230777301521	2.90323253867133	4.01624839588464e-24	7.17051487798587e-22
ENSG00000136869	TLR4	protein_coding	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	9	2.99398833435518	2.63623958626641	5.29843288684936e-24	9.35906166523902e-22
ENSG00000099869	IGF2-AS	lncRNA	IGF2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:14062]	11	2.21271703288061	4.12041444219947	5.81814888319288e-24	1.01688993743721e-21
ENSG00000128052	KDR	protein_coding	kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]	4	2.09742565342132	7.87707047946245	7.74168899085508e-24	1.33898962504331e-21
ENSG00000245680	ZNF585B	protein_coding	zinc finger protein 585B [Source:HGNC Symbol;Acc:HGNC:30948]	19	-3.74891973412854	1.94223977293152	9.39109417278733e-24	1.60752296541197e-21
ENSG00000111341	MGP	protein_coding	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	12	2.43527168718366	7.53379165015351	1.00853914265067e-23	1.70875346169099e-21
ENSG00000196664	TLR7	protein_coding	toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]	X	3.64138901761505	2.21506701467973	1.04196415114984e-23	1.74755280461535e-21
ENSG00000168398	BDKRB2	protein_coding	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]	14	2.03717740093742	4.00736237823588	1.33435178912001e-23	2.21555771065487e-21
ENSG00000171860	C3AR1	protein_coding	complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]	12	3.2382523751405	2.39161457865763	1.46021658968106e-23	2.40053824307567e-21
ENSG00000204472	AIF1	protein_coding	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	6	2.20580040648561	4.01008816752971	1.69634627847869e-23	2.76138564782942e-21
ENSG00000165794	SLC39A2	protein_coding	solute carrier family 39 member 2 [Source:HGNC Symbol;Acc:HGNC:17127]	14	2.12258945854666	3.46502885148168	1.90902104787259e-23	3.07741606591033e-21
ENSG00000152207	CYSLTR2	protein_coding	cysteinyl leukotriene receptor 2 [Source:HGNC Symbol;Acc:HGNC:18274]	13	2.85890213929524	3.91517840017295	2.14707713806051e-23	3.42789123080353e-21
ENSG00000142494	SLC47A1	protein_coding	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]	17	1.93543971119118	3.99569160694843	2.42218788649684e-23	3.83028644451367e-21
ENSG00000177096	PHETA2	protein_coding	PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]	22	2.71355402107116	2.69430025693221	4.43991905290038e-23	6.95475622210924e-21
ENSG00000114013	CD86	protein_coding	CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705]	3	4.32236055484433	1.95762407215917	5.49951940396313e-23	8.53402057788821e-21
ENSG00000135218	CD36	protein_coding	CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663]	7	3.6241693009198	4.70007405001636	6.35338643335824e-23	9.71017225364946e-21
ENSG00000072682	P4HA2	protein_coding	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]	5	1.53483233170269	7.01609951278791	6.37442047487226e-23	9.71017225364946e-21
ENSG00000136535	TBR1	protein_coding	T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590]	2	-3.22302276761676	4.31529059492027	1.2152917240523e-22	1.83442761692403e-20
ENSG00000188002	AC026412.1	transcribed_unprocessed_pseudogene	programmed cell death 6 (PDCD6) pseudogene	5	5.25452222096749	1.17042486803576	1.31502926548189e-22	1.96709422739291e-20
ENSG00000014257	ACPP	protein_coding	acid phosphatase, prostate [Source:HGNC Symbol;Acc:HGNC:125]	3	2.04651179771386	3.84793081848445	1.43244050101799e-22	2.12359304275917e-20
ENSG00000118785	SPP1	protein_coding	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]	4	2.60103130011765	6.41678350174928	1.46815730279906e-22	2.15728175713943e-20
ENSG00000101417	PXMP4	protein_coding	peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]	20	4.79605189940174	1.80076741510602	1.4868936782186e-22	2.16564759939839e-20
ENSG00000100558	PLEK2	protein_coding	pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]	14	4.53661208474414	1.5661774525443	1.52829015557353e-22	2.2065851950559e-20
ENSG00000165025	SYK	protein_coding	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]	9	2.30534281854679	3.20905639556963	1.99465031230246e-22	2.85510118840258e-20
ENSG00000170801	HTRA3	protein_coding	HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]	4	1.84584154484088	5.91622006968884	2.30831265666024e-22	3.27583105565697e-20
ENSG00000177675	CD163L1	protein_coding	CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]	12	3.47398879455811	1.713905713904	2.66748624632265e-22	3.75346962999502e-20
ENSG00000111321	LTBR	protein_coding	lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718]	12	1.94710566359686	4.19577306988876	2.79621480860597e-22	3.90154207412551e-20
ENSG00000128340	RAC2	protein_coding	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]	22	2.0819282048955	4.11946192179901	2.82016049972262e-22	3.9021620781162e-20
ENSG00000105048	TNNT1	protein_coding	troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]	19	1.62749966906247	5.0254395197973	3.34300875719903e-22	4.58738160368039e-20
ENSG00000115414	FN1	protein_coding	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	2	1.74226158531564	11.2332112795658	3.37748177160479e-22	4.59669732260048e-20
ENSG00000088827	SIGLEC1	protein_coding	sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127]	20	3.11656713242985	2.34744283300305	3.51093737638918e-22	4.73948001606227e-20
ENSG00000169896	ITGAM	protein_coding	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]	16	3.03832552405997	1.82221666289661	4.38707393932949e-22	5.87443352327636e-20
ENSG00000179059	ZFP42	protein_coding	ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]	4	8.28370198998837	0.949483179078712	5.85583783173273e-22	7.77842650864722e-20
ENSG00000100097	LGALS1	protein_coding	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	22	1.48819995324326	6.63040104116948	6.43976438149386e-22	8.48617839605747e-20
ENSG00000197956	S100A6	protein_coding	S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]	1	1.62251108526591	5.70961430971242	7.67814475444626e-22	1.00384185435296e-19
ENSG00000172243	CLEC7A	protein_coding	C-type lectin domain containing 7A [Source:HGNC Symbol;Acc:HGNC:14558]	12	3.61377099791768	1.45133273068775	9.14781981615556e-22	1.18664375177693e-19
ENSG00000124749	COL21A1	protein_coding	collagen type XXI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:17025]	6	2.07340128069619	6.21433924875339	1.00230212463833e-21	1.29009492073604e-19
ENSG00000137491	SLCO2B1	protein_coding	solute carrier organic anion transporter family member 2B1 [Source:HGNC Symbol;Acc:HGNC:10962]	11	1.67067215462702	4.53410843406236	1.38021977970578e-21	1.76285917094113e-19
ENSG00000138449	SLC40A1	protein_coding	solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]	2	1.9065649364141	8.12666893043492	1.82512137885344e-21	2.31330651713608e-19
ENSG00000153234	NR4A2	protein_coding	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]	2	-2.67232368345011	3.46568242187667	1.93085108858289e-21	2.42877662688108e-19
ENSG00000196154	S100A4	protein_coding	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]	1	1.96613256766689	4.30243434322991	1.97060621148533e-21	2.46014628086485e-19
ENSG00000166394	CYB5R2	protein_coding	cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]	11	1.57489428426513	5.50982805350255	2.09958726392833e-21	2.60160797987059e-19
ENSG00000127152	BCL11B	protein_coding	BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]	14	-1.93577622570424	3.91987544464385	2.3094198961676e-21	2.84041540414569e-19
ENSG00000261371	PECAM1	protein_coding	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	17	2.17624641442535	5.45639820477587	2.46244123172425e-21	3.00635104496687e-19
ENSG00000072694	FCGR2B	protein_coding	Fc fragment of IgG receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]	1	4.15677142927419	1.40599291313482	2.95451629238887e-21	3.5807874831259e-19
ENSG00000099960	SLC7A4	protein_coding	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	22	2.35808619434954	2.88017912118488	3.01541008622513e-21	3.61236901363398e-19
ENSG00000204291	COL15A1	protein_coding	collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]	9	1.67718432536784	9.5029861457641	3.02408632194124e-21	3.61236901363398e-19
